repository,pr_number,status,files_changed,additions,deletions,analysis_time_hours,description_length,participants,comments_count,reviews_count
TheAlgorithms/Python,13382,closed,,,,0.6313888888888889,0,1,0,0
TheAlgorithms/Python,13384,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13383,closed,,,,0.0011111111111111111,0,1,0,0
TheAlgorithms/Python,13381,closed,,,,0.16166666666666665,0,1,0,0
TheAlgorithms/Python,13380,closed,,,,0.2775,0,1,0,0
TheAlgorithms/Python,13377,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13374,closed,,,,0.5769444444444445,0,1,0,0
TheAlgorithms/Python,13375,closed,,,,0.04138888888888889,0,1,0,0
TheAlgorithms/Python,13368,closed,,,,0.1525,0,1,0,0
TheAlgorithms/Python,12378,closed,,,,7873.841388888889,0,1,0,0
TheAlgorithms/Python,13366,closed,,,,0.23444444444444446,0,1,0,0
TheAlgorithms/Python,13365,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13362,closed,,,,0.0016666666666666668,0,1,0,0
TheAlgorithms/Python,13359,closed,,,,0.04833333333333333,0,1,0,0
TheAlgorithms/Python,13253,closed,,,,65.94472222222223,0,1,0,0
TheAlgorithms/Python,13356,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13353,closed,,,,0.305,0,1,0,0
TheAlgorithms/Python,13352,closed,,,,0.14055555555555554,0,1,0,0
TheAlgorithms/Python,13350,closed,,,,0.8716666666666667,0,1,0,0
TheAlgorithms/Python,13348,closed,,,,0.04388888888888889,0,1,0,0
TheAlgorithms/Python,13347,closed,,,,0.0016666666666666668,0,1,0,0
TheAlgorithms/Python,13344,closed,,,,0.06972222222222223,0,1,0,0
TheAlgorithms/Python,13266,closed,,,,49.111666666666665,0,1,0,0
TheAlgorithms/Python,13196,closed,,,,89.39083333333333,0,1,0,0
TheAlgorithms/Python,13336,merged,,,,14.6025,0,1,0,0
TheAlgorithms/Python,13338,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13335,merged,,,,8.50361111111111,0,1,0,0
TheAlgorithms/Python,13333,closed,,,,0.0011111111111111111,0,1,0,0
TheAlgorithms/Python,13332,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13291,closed,,,,23.15222222222222,0,1,0,0
TheAlgorithms/Python,13319,closed,,,,3.8580555555555556,0,1,0,0
TheAlgorithms/Python,13254,closed,,,,31.296944444444446,0,1,0,0
TheAlgorithms/Python,13245,closed,,,,43.055,0,1,0,0
TheAlgorithms/Python,13240,closed,,,,44.21277777777778,0,1,0,0
TheAlgorithms/Python,12710,merged,,,,3669.2144444444443,0,1,0,0
TheAlgorithms/Python,13324,closed,,,,0.019444444444444445,0,1,0,0
TheAlgorithms/Python,13321,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13318,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13313,closed,,,,0.15166666666666667,0,1,0,0
TheAlgorithms/Python,13310,closed,,,,2.9444444444444446,0,1,0,0
TheAlgorithms/Python,13165,closed,,,,70.24583333333334,0,1,0,0
TheAlgorithms/Python,13309,closed,,,,0.0825,0,1,0,0
TheAlgorithms/Python,13308,closed,,,,0.14,0,1,0,0
TheAlgorithms/Python,13307,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13306,closed,,,,0.07166666666666667,0,1,0,0
TheAlgorithms/Python,13302,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13299,closed,,,,0.023055555555555555,0,1,0,0
TheAlgorithms/Python,13298,closed,,,,0.006111111111111111,0,1,0,0
TheAlgorithms/Python,13264,closed,,,,0.0016666666666666668,0,1,0,0
TheAlgorithms/Python,13293,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13292,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13290,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13289,closed,,,,0.0011111111111111111,0,1,0,0
TheAlgorithms/Python,13286,merged,,,,0.21083333333333334,0,1,0,0
TheAlgorithms/Python,13287,closed,,,,0.024722222222222222,0,1,0,0
TheAlgorithms/Python,13285,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13283,closed,,,,0.08583333333333333,0,1,0,0
TheAlgorithms/Python,13284,closed,,,,0.0016666666666666668,0,1,0,0
TheAlgorithms/Python,13282,closed,,,,0.07583333333333334,0,1,0,0
TheAlgorithms/Python,13281,closed,,,,0.013333333333333334,0,1,0,0
TheAlgorithms/Python,13280,closed,,,,0.03861111111111111,0,1,0,0
TheAlgorithms/Python,13279,closed,,,,0.05388888888888889,0,1,0,0
TheAlgorithms/Python,13278,closed,,,,0.07722222222222222,0,1,0,0
TheAlgorithms/Python,13277,closed,,,,0.05611111111111111,0,1,0,0
TheAlgorithms/Python,13276,closed,,,,0.03388888888888889,0,1,0,0
TheAlgorithms/Python,13275,closed,,,,0.06305555555555556,0,1,0,0
TheAlgorithms/Python,13274,closed,,,,0.09166666666666666,0,1,0,0
TheAlgorithms/Python,13272,closed,,,,0.07944444444444444,0,1,0,0
TheAlgorithms/Python,13265,closed,,,,3.0233333333333334,0,1,0,0
TheAlgorithms/Python,13184,closed,,,,48.44111111111111,0,1,0,0
TheAlgorithms/Python,13269,closed,,,,0.0011111111111111111,0,1,0,0
TheAlgorithms/Python,13268,closed,,,,0.019444444444444445,0,1,0,0
TheAlgorithms/Python,13267,closed,,,,0.0011111111111111111,0,1,0,0
TheAlgorithms/Python,13263,closed,,,,0.0016666666666666668,0,1,0,0
TheAlgorithms/Python,13262,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13261,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13257,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13259,closed,,,,0.007222222222222222,0,1,0,0
TheAlgorithms/Python,13258,closed,,,,0.011111111111111112,0,1,0,0
TheAlgorithms/Python,13256,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13255,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13223,closed,,,,24.055,0,1,0,0
TheAlgorithms/Python,13241,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13243,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13242,closed,,,,0.03638888888888889,0,1,0,0
TheAlgorithms/Python,13238,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13237,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13230,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13227,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13065,closed,,,,0.8605555555555555,0,1,0,0
TheAlgorithms/Python,13225,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13224,closed,,,,0.001388888888888889,0,1,0,0
TheAlgorithms/Python,13163,closed,,,,0.17083333333333334,0,1,0,0
TheAlgorithms/Python,13222,closed,,,,0.0011111111111111111,0,1,0,0
TheAlgorithms/Python,13214,closed,,,,0.0011111111111111111,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17138,closed,,,,39.011944444444445,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17140,closed,,,,7.822222222222222,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17139,merged,,,,24.59611111111111,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16869,merged,,,,3.895,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17132,closed,,,,0.016666666666666666,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16972,merged,,,,52.91027777777778,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17129,merged,,,,4.8675,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17125,closed,,,,1.2938888888888889,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17121,closed,,,,3.4897222222222224,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17118,closed,,,,91.12611111111111,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17070,closed,,,,138.36555555555555,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17104,closed,,,,68.54472222222222,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17105,closed,,,,68.42,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17107,closed,,,,54.248333333333335,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17108,closed,,,,46.215555555555554,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17088,closed,,,,230.30194444444444,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17089,closed,,,,16.551666666666666,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17090,closed,,,,14.067777777777778,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17091,closed,,,,13.6325,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17092,closed,,,,13.581111111111111,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17083,closed,,,,22.922777777777778,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17084,closed,,,,22.802777777777777,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17085,closed,,,,22.755555555555556,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17079,closed,,,,23.5075,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17074,closed,,,,21.095555555555556,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17075,closed,,,,20.519166666666667,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17073,closed,,,,0.0019444444444444444,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17071,closed,,,,17.881944444444443,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17072,closed,,,,17.399722222222223,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17065,closed,,,,38.324444444444445,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17069,closed,,,,2.0441666666666665,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17068,closed,,,,2.6572222222222224,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17066,closed,,,,0.01138888888888889,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16814,closed,,,,4111.858611111111,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17052,closed,,,,0.01638888888888889,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16832,closed,,,,3441.9144444444446,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17044,closed,,,,0.7069444444444445,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17043,closed,,,,0.20916666666666667,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17042,closed,,,,0.20666666666666667,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,11292,closed,,,,4735.830833333333,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16888,closed,,,,2455.587777777778,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,2092,merged,,,,24.884166666666665,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16995,closed,,,,9.628055555555555,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,17004,closed,,,,0.028333333333333332,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16998,closed,,,,2.596388888888889,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16993,closed,,,,9.763333333333334,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16994,closed,,,,1.1086111111111112,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16989,closed,,,,0.020277777777777777,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16987,closed,,,,72.68833333333333,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16985,closed,,,,2.3566666666666665,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16926,merged,,,,848.1802777777777,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16981,merged,,,,0.19277777777777777,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16894,closed,,,,1158.9913888888889,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16928,merged,,,,757.4375,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16533,merged,,,,5016.5475,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16977,closed,,,,14.413333333333334,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,16978,closed,,,,3.312222222222222,0,1,0,0
AUTOMATIC1111/stable-diffusion-webui,13099,closed,,,,2810.8883333333333,0,1,0,0
