repository,pr_number,status,files_changed,additions,deletions,analysis_time_hours,description_length,participants,comments_count,reviews_count
pytorch/pytorch,164912,closed,,,,27.671666666666667,0,1,0,0
pytorch/pytorch,164591,closed,,,,130.6325,0,1,0,0
pytorch/pytorch,161598,closed,,,,1030.3672222222222,0,1,0,0
pytorch/pytorch,164722,closed,,,,71.96277777777777,0,1,0,0
pytorch/pytorch,164881,closed,,,,30.650555555555556,0,1,0,0
pytorch/pytorch,164755,closed,,,,58.150555555555556,0,1,0,0
pytorch/pytorch,162447,closed,,,,722.9880555555555,0,1,0,0
pytorch/pytorch,165002,closed,,,,5.697222222222222,0,1,0,0
pytorch/pytorch,156049,closed,,,,2759.9938888888887,0,1,0,0
pytorch/pytorch,165028,closed,,,,0.40944444444444444,0,1,0,0
pytorch/pytorch,152949,closed,,,,3733.413888888889,0,1,0,0
pytorch/pytorch,164997,closed,,,,5.286944444444444,0,1,0,0
pytorch/pytorch,164918,closed,,,,18.554166666666667,0,1,0,0
pytorch/pytorch,156878,closed,,,,2526.376111111111,0,1,0,0
pytorch/pytorch,161649,closed,,,,294.30916666666667,0,1,0,0
pytorch/pytorch,161447,closed,,,,339.1736111111111,0,1,0,0
pytorch/pytorch,162108,closed,,,,122.87305555555555,0,1,0,0
pytorch/pytorch,162109,closed,,,,119.15777777777778,0,1,0,0
pytorch/pytorch,162220,closed,,,,98.7475,0,1,0,0
pytorch/pytorch,162219,closed,,,,98.74833333333333,0,1,0,0
pytorch/pytorch,161692,closed,,,,282.18,0,1,0,0
pytorch/pytorch,161634,closed,,,,295.2347222222222,0,1,0,0
pytorch/pytorch,161633,closed,,,,295.23555555555555,0,1,0,0
pytorch/pytorch,162401,closed,,,,2.8230555555555554,0,1,0,0
pytorch/pytorch,162391,closed,,,,1.5777777777777777,0,1,0,0
pytorch/pytorch,161499,closed,,,,321.62361111111113,0,1,0,0
pytorch/pytorch,162384,closed,,,,4.433333333333334,0,1,0,0
pytorch/pytorch,161405,closed,,,,335.95444444444445,0,1,0,0
pytorch/pytorch,156713,closed,,,,1820.8330555555556,0,1,0,0
pytorch/pytorch,162041,closed,,,,130.33333333333334,0,1,0,0
pytorch/pytorch,162040,closed,,,,125.01944444444445,0,1,0,0
pytorch/pytorch,162372,closed,,,,3.8233333333333333,0,1,0,0
pytorch/pytorch,161395,closed,,,,341.87444444444446,0,1,0,0
pytorch/pytorch,162311,closed,,,,65.81555555555556,0,1,0,0
pytorch/pytorch,162315,closed,,,,66.03444444444445,0,1,0,0
pytorch/pytorch,162334,closed,,,,51.99472222222222,0,1,0,0
pytorch/pytorch,162278,closed,,,,68.33027777777778,0,1,0,0
pytorch/pytorch,162284,closed,,,,71.74083333333333,0,1,0,0
pytorch/pytorch,162286,closed,,,,59.18694444444444,0,1,0,0
pytorch/pytorch,162189,closed,,,,100.88472222222222,0,1,0,0
nvbn/thefuck,1526,closed,,,,730.4875,0,1,0,0
nvbn/thefuck,1503,closed,,,,3864.3297222222222,0,1,0,0
nvbn/thefuck,1415,closed,,,,4152.600555555556,0,1,0,0
nvbn/thefuck,1473,closed,,,,4688.768888888889,0,1,0,0
nvbn/thefuck,1414,closed,,,,9185.086111111112,0,1,0,0
nvbn/thefuck,1292,merged,,,,985.9605555555555,0,1,0,0
nvbn/thefuck,1335,closed,,,,17877.376944444444,0,1,0,0
nvbn/thefuck,1329,merged,,,,7337.721666666666,0,1,0,0
nvbn/thefuck,1397,closed,,,,7966.658333333334,0,1,0,0
nvbn/thefuck,1450,closed,,,,0.13583333333333333,0,1,0,0
nvbn/thefuck,1447,closed,,,,238.45666666666668,0,1,0,0
nvbn/thefuck,1248,merged,,,,14254.803333333333,0,1,0,0
nvbn/thefuck,1432,merged,,,,11.2575,0,1,0,0
nvbn/thefuck,1419,closed,,,,236.0625,0,1,0,0
nvbn/thefuck,1413,closed,,,,3.410277777777778,0,1,0,0
nvbn/thefuck,849,closed,,,,42933.0675,0,1,0,0
nvbn/thefuck,1394,merged,,,,0.26694444444444443,0,1,0,0
nvbn/thefuck,1352,closed,,,,5017.1930555555555,0,1,0,0
nvbn/thefuck,1390,closed,,,,16.72222222222222,0,1,0,0
nvbn/thefuck,1386,closed,,,,0.22722222222222221,0,1,0,0
nvbn/thefuck,1384,closed,,,,0.004166666666666667,0,1,0,0
nvbn/thefuck,1383,closed,,,,3.1555555555555554,0,1,0,0
nvbn/thefuck,1361,closed,,,,2646.9058333333332,0,1,0,0
nvbn/thefuck,1371,closed,,,,66.49277777777777,0,1,0,0
nvbn/thefuck,1272,closed,,,,7984.2461111111115,0,1,0,0
nvbn/thefuck,710,merged,,,,65.90722222222222,0,1,0,0
nvbn/thefuck,1348,closed,,,,311.56361111111113,0,1,0,0
nvbn/thefuck,1301,closed,,,,4683.1194444444445,0,1,0,0
nvbn/thefuck,1249,closed,,,,8767.495,0,1,0,0
nvbn/thefuck,1317,merged,,,,2075.1658333333335,0,1,0,0
nvbn/thefuck,1028,closed,,,,24094.719166666666,0,1,0,0
nvbn/thefuck,1119,closed,,,,18780.663055555557,0,1,0,0
nvbn/thefuck,1328,merged,,,,0.21333333333333335,0,1,0,0
nvbn/thefuck,1319,merged,,,,1199.24,0,1,0,0
nvbn/thefuck,1326,closed,,,,3.8355555555555556,0,1,0,0
nvbn/thefuck,1327,merged,,,,0.2997222222222222,0,1,0,0
nvbn/thefuck,1253,closed,,,,6257.840277777777,0,1,0,0
nvbn/thefuck,1307,merged,,,,77.26638888888888,0,1,0,0
nvbn/thefuck,1309,closed,,,,1391.1527777777778,0,1,0,0
nvbn/thefuck,1302,merged,,,,965.5894444444444,0,1,0,0
nvbn/thefuck,1316,merged,,,,72.78444444444445,0,1,0,0
nvbn/thefuck,1314,merged,,,,121.24333333333334,0,1,0,0
nvbn/thefuck,1310,merged,,,,67.10111111111111,0,1,0,0
nvbn/thefuck,1308,merged,,,,174.1772222222222,0,1,0,0
nvbn/thefuck,1298,closed,,,,478.2725,0,1,0,0
nvbn/thefuck,1236,closed,,,,5924.7461111111115,0,1,0,0
nvbn/thefuck,1235,closed,,,,5925.154166666666,0,1,0,0
nvbn/thefuck,1251,closed,,,,3942.231111111111,0,1,0,0
nvbn/thefuck,1293,closed,,,,1.2405555555555556,0,1,0,0
nvbn/thefuck,1287,closed,,,,554.1744444444445,0,1,0,0
nvbn/thefuck,1291,closed,,,,0.016944444444444446,0,1,0,0
nvbn/thefuck,1283,closed,,,,0.08833333333333333,0,1,0,0
nvbn/thefuck,1266,closed,,,,1799.95,0,1,0,0
nvbn/thefuck,1264,closed,,,,1830.21,0,1,0,0
nvbn/thefuck,1279,merged,,,,32.658055555555556,0,1,0,0
nvbn/thefuck,1276,closed,,,,0.008888888888888889,0,1,0,0
nvbn/thefuck,1275,closed,,,,94.19083333333333,0,1,0,0
nvbn/thefuck,1270,merged,,,,44.965833333333336,0,1,0,0
nvbn/thefuck,1267,merged,,,,62.27861111111111,0,1,0,0
nvbn/thefuck,1216,merged,,,,24.8225,0,1,0,0
nvbn/thefuck,1241,merged,,,,1416.733888888889,0,1,0,0
nvbn/thefuck,1208,merged,,,,153.10861111111112,0,1,0,0
nvbn/thefuck,1184,merged,,,,2502.884722222222,0,1,0,0
nvbn/thefuck,1233,merged,,,,1.2919444444444443,0,1,0,0
nvbn/thefuck,1228,merged,,,,15.099166666666667,0,1,0,0
nvbn/thefuck,1224,merged,,,,355.2811111111111,0,1,0,0
nvbn/thefuck,913,closed,,,,19729.928333333333,0,1,0,0
nvbn/thefuck,977,merged,,,,15966.624444444444,0,1,0,0
nvbn/thefuck,1226,merged,,,,46.975833333333334,0,1,0,0
nvbn/thefuck,942,merged,,,,16609.227777777778,0,1,0,0
nvbn/thefuck,1223,merged,,,,69.80611111111111,0,1,0,0
nvbn/thefuck,1222,merged,,,,69.66,0,1,0,0
nvbn/thefuck,613,closed,,,,38349.17638888889,0,1,0,0
nvbn/thefuck,1221,merged,,,,23.307222222222222,0,1,0,0
nvbn/thefuck,1218,merged,,,,200.53527777777776,0,1,0,0
nvbn/thefuck,1220,merged,,,,145.92638888888888,0,1,0,0
nvbn/thefuck,1214,merged,,,,368.32472222222225,0,1,0,0
nvbn/thefuck,1213,merged,,,,382.87555555555554,0,1,0,0
nvbn/thefuck,1152,merged,,,,5125.364722222223,0,1,0,0
nvbn/thefuck,989,merged,,,,211.74333333333334,0,1,0,0
nvbn/thefuck,1025,merged,,,,0.5572222222222222,0,1,0,0
nvbn/thefuck,1032,merged,,,,0.7575,0,1,0,0
nvbn/thefuck,1217,merged,,,,69.30027777777778,0,1,0,0
nvbn/thefuck,1211,merged,,,,42.804722222222225,0,1,0,0
nvbn/thefuck,1210,merged,,,,202.51583333333335,0,1,0,0
nvbn/thefuck,1116,merged,,,,2558.9719444444445,0,1,0,0
nvbn/thefuck,1117,merged,,,,2558.7269444444446,0,1,0,0
nvbn/thefuck,1131,merged,,,,7449.379166666667,0,1,0,0
nvbn/thefuck,1212,merged,,,,280.44305555555553,0,1,0,0
nvbn/thefuck,1133,merged,,,,6941.029444444444,0,1,0,0
nvbn/thefuck,993,merged,,,,187.4813888888889,0,1,0,0
nvbn/thefuck,1206,merged,,,,0.14944444444444444,0,1,0,0
nvbn/thefuck,1014,closed,,,,14076.772222222222,0,1,0,0
nvbn/thefuck,1109,merged,,,,9006.57138888889,0,1,0,0
nvbn/thefuck,1150,merged,,,,4546.906944444445,0,1,0,0
nvbn/thefuck,1135,merged,,,,6544.5055555555555,0,1,0,0
nvbn/thefuck,1039,closed,,,,12199.81138888889,0,1,0,0
nvbn/thefuck,1171,merged,,,,2850.2755555555555,0,1,0,0
nvbn/thefuck,1193,merged,,,,1390.2388888888888,0,1,0,0
nvbn/thefuck,1197,closed,,,,1301.545,0,1,0,0
fastapi/fastapi,11255,closed,,,,12142.226944444445,0,1,0,0
fastapi/fastapi,12942,merged,,,,7847.075277777778,0,1,0,0
fastapi/fastapi,14167,merged,,,,3.4902777777777776,0,1,0,0
fastapi/fastapi,5667,closed,,,,25264.855555555554,0,1,0,0
fastapi/fastapi,14065,closed,,,,662.1316666666667,0,1,0,0
fastapi/fastapi,14166,merged,,,,0.3408333333333333,0,1,0,0
fastapi/fastapi,14036,merged,,,,860.9836111111111,0,1,0,0
fastapi/fastapi,14110,merged,,,,2.348611111111111,0,1,0,0
fastapi/fastapi,14161,merged,,,,21.19972222222222,0,1,0,0
fastapi/fastapi,14159,closed,,,,40.71888888888889,0,1,0,0
fastapi/fastapi,14147,merged,,,,4.791388888888889,0,1,0,0
fastapi/fastapi,14113,closed,,,,284.0494444444444,0,1,0,0
fastapi/fastapi,14163,closed,,,,0.06416666666666666,0,1,0,0
fastapi/fastapi,14162,closed,,,,0.05361111111111111,0,1,0,0
fastapi/fastapi,14152,merged,,,,104.97083333333333,0,1,0,0
fastapi/fastapi,14157,closed,,,,58.19611111111111,0,1,0,0
fastapi/fastapi,13936,merged,,,,1704.6227777777779,0,1,0,0
fastapi/fastapi,13995,closed,,,,1202.1358333333333,0,1,0,0
fastapi/fastapi,14099,merged,,,,179.18722222222223,0,1,0,0
fastapi/fastapi,14144,merged,,,,19.905833333333334,0,1,0,0
fastapi/fastapi,14145,merged,,,,19.733055555555556,0,1,0,0
fastapi/fastapi,14146,merged,,,,19.41722222222222,0,1,0,0
fastapi/fastapi,14149,merged,,,,3.529166666666667,0,1,0,0
fastapi/fastapi,14126,merged,,,,47.21666666666667,0,1,0,0
fastapi/fastapi,14150,merged,,,,4.483055555555556,0,1,0,0
fastapi/fastapi,14139,merged,,,,10.624722222222223,0,1,0,0
fastapi/fastapi,14138,merged,,,,13.225833333333334,0,1,0,0
fastapi/fastapi,14143,merged,,,,4.761666666666667,0,1,0,0
fastapi/fastapi,14136,closed,,,,0.9466666666666667,0,1,0,0
fastapi/fastapi,14148,merged,,,,2.2875,0,1,0,0
fastapi/fastapi,14141,closed,,,,2.4455555555555555,0,1,0,0
fastapi/fastapi,14140,closed,,,,0.15583333333333332,0,1,0,0
fastapi/fastapi,12421,closed,,,,8531.896944444445,0,1,0,0
fastapi/fastapi,14135,merged,,,,2.1255555555555556,0,1,0,0
fastapi/fastapi,14123,merged,,,,45.625277777777775,0,1,0,0
fastapi/fastapi,14117,closed,,,,93.11305555555556,0,1,0,0
fastapi/fastapi,14040,closed,,,,619.0177777777777,0,1,0,0
fastapi/fastapi,14130,merged,,,,0.23527777777777778,0,1,0,0
fastapi/fastapi,14129,merged,,,,0.13805555555555554,0,1,0,0
fastapi/fastapi,14125,merged,,,,15.345555555555556,0,1,0,0
fastapi/fastapi,14119,closed,,,,61.69638888888889,0,1,0,0
fastapi/fastapi,13917,merged,,,,1620.971388888889,0,1,0,0
fastapi/fastapi,14019,closed,,,,767.6741666666667,0,1,0,0
fastapi/fastapi,14060,closed,,,,434.1363888888889,0,1,0,0
fastapi/fastapi,14122,closed,,,,11.22888888888889,0,1,0,0
fastapi/fastapi,14075,closed,,,,343.0441666666667,0,1,0,0
fastapi/fastapi,11194,merged,,,,13756.808333333332,0,1,0,0
fastapi/fastapi,14112,merged,,,,7.678055555555556,0,1,0,0
fastapi/fastapi,13941,closed,,,,528.0541666666667,0,1,0,0
fastapi/fastapi,13929,closed,,,,975.8661111111111,0,1,0,0
fastapi/fastapi,13930,closed,,,,975.7638888888889,0,1,0,0
fastapi/fastapi,13934,closed,,,,1426.58,0,1,0,0
fastapi/fastapi,13935,closed,,,,1426.5130555555556,0,1,0,0
fastapi/fastapi,14066,closed,,,,335.55444444444447,0,1,0,0
fastapi/fastapi,14111,closed,,,,2.492777777777778,0,1,0,0
fastapi/fastapi,14091,closed,,,,115.14833333333333,0,1,0,0
fastapi/fastapi,14098,merged,,,,64.80777777777777,0,1,0,0
fastapi/fastapi,14108,closed,,,,15.68,0,1,0,0
fastapi/fastapi,14109,closed,,,,15.454166666666667,0,1,0,0
fastapi/fastapi,14105,closed,,,,24.967222222222222,0,1,0,0
fastapi/fastapi,12528,closed,,,,7948.678333333333,0,1,0,0
fastapi/fastapi,14106,closed,,,,4.983055555555556,0,1,0,0
fastapi/fastapi,14059,merged,,,,246.58833333333334,0,1,0,0
fastapi/fastapi,14081,merged,,,,100.64805555555556,0,1,0,0
fastapi/fastapi,14103,merged,,,,1.8122222222222222,0,1,0,0
fastapi/fastapi,14102,merged,,,,3.9683333333333333,0,1,0,0
fastapi/fastapi,5707,closed,,,,24684.415,0,1,0,0
fastapi/fastapi,13657,closed,,,,3473.3108333333334,0,1,0,0
fastapi/fastapi,14097,merged,,,,0.1388888888888889,0,1,0,0
fastapi/fastapi,14015,merged,,,,621.8725,0,1,0,0
fastapi/fastapi,14048,merged,,,,359.6347222222222,0,1,0,0
fastapi/fastapi,14049,merged,,,,335.14694444444444,0,1,0,0
fastapi/fastapi,14096,merged,,,,0.8469444444444445,0,1,0,0
fastapi/fastapi,14095,merged,,,,0.1213888888888889,0,1,0,0
fastapi/fastapi,12970,merged,,,,7246.3788888888885,0,1,0,0
fastapi/fastapi,9704,merged,,,,19764.40638888889,0,1,0,0
fastapi/fastapi,9425,merged,,,,21195.8325,0,1,0,0
fastapi/fastapi,6039,merged,,,,22559.193055555555,0,1,0,0
fastapi/fastapi,4972,merged,,,,28993.043611111112,0,1,0,0
fastapi/fastapi,13510,merged,,,,4423.2975,0,1,0,0
fastapi/fastapi,13639,merged,,,,3605.8327777777777,0,1,0,0
fastapi/fastapi,13689,merged,,,,3283.8055555555557,0,1,0,0
fastapi/fastapi,13694,merged,,,,3267.081111111111,0,1,0,0
fastapi/fastapi,13713,merged,,,,3119.8352777777777,0,1,0,0
fastapi/fastapi,13824,closed,,,,2127.168888888889,0,1,0,0
fastapi/fastapi,13864,merged,,,,1859.6030555555556,0,1,0,0
fastapi/fastapi,14022,merged,,,,505.6763888888889,0,1,0,0
fastapi/fastapi,14062,merged,,,,240.4575,0,1,0,0
fastapi/fastapi,14072,closed,,,,203.7525,0,1,0,0
fastapi/fastapi,14063,closed,,,,239.59027777777777,0,1,0,0
fastapi/fastapi,14050,closed,,,,337.4536111111111,0,1,0,0
fastapi/fastapi,13861,closed,,,,1901.5183333333334,0,1,0,0
fastapi/fastapi,13417,closed,,,,4989.219166666667,0,1,0,0
fastapi/fastapi,13290,closed,,,,5566.124722222222,0,1,0,0
fastapi/fastapi,13241,closed,,,,5811.767777777778,0,1,0,0
fastapi/fastapi,2347,closed,,,,42559.915,0,1,0,0
fastapi/fastapi,3849,closed,,,,35524.04722222222,0,1,0,0
fastapi/fastapi,4573,closed,,,,31536.554722222223,0,1,0,0
fastapi/fastapi,5595,closed,,,,25147.94861111111,0,1,0,0
fastapi/fastapi,13931,closed,,,,1143.6208333333334,0,1,0,0
openai/whisper,2369,closed,,,,8594.788611111111,0,1,0,0
openai/whisper,1786,closed,,,,16435.315555555557,0,1,0,0
openai/whisper,2635,closed,,,,499.7175,0,1,0,0
openai/whisper,1763,closed,,,,16005.956666666667,0,1,0,0
openai/whisper,2639,closed,,,,0.051944444444444446,0,1,0,0
openai/whisper,2636,closed,,,,2.5808333333333335,0,1,0,0
openai/whisper,2634,closed,,,,51.53527777777778,0,1,0,0
openai/whisper,2487,merged,,,,3084.5602777777776,0,1,0,0
openai/whisper,2627,closed,,,,0.034444444444444444,0,1,0,0
openai/whisper,1761,merged,,,,0.07166666666666667,0,1,0,0
openai/whisper,1039,closed,,,,20206.848055555554,0,1,0,0
openai/whisper,1040,closed,,,,20205.686944444446,0,1,0,0
openai/whisper,2301,closed,,,,7607.173333333333,0,1,0,0
openai/whisper,2451,merged,,,,5215.696388888889,0,1,0,0
openai/whisper,2393,closed,,,,6046.045277777778,0,1,0,0
openai/whisper,2407,closed,,,,5840.91,0,1,0,0
openai/whisper,2367,closed,,,,6368.327222222222,0,1,0,0
openai/whisper,2561,merged,,,,2216.112222222222,0,1,0,0
openai/whisper,2457,closed,,,,5087.891666666666,0,1,0,0
openai/whisper,2547,merged,,,,2549.52,0,1,0,0
openai/whisper,2588,merged,,,,1192.4102777777778,0,1,0,0
openai/whisper,2549,closed,,,,2437.382222222222,0,1,0,0
openai/whisper,2589,merged,,,,1085.7727777777777,0,1,0,0
openai/whisper,2580,closed,,,,1491.0297222222223,0,1,0,0
openai/whisper,2433,merged,,,,12.64861111111111,0,1,0,0
openai/whisper,42,merged,,,,8.091111111111111,0,1,0,0
openai/whisper,2514,merged,,,,2495.1205555555557,0,1,0,0
openai/whisper,2592,merged,,,,0.18388888888888888,0,1,0,0
openai/whisper,2486,merged,,,,3104.472777777778,0,1,0,0
openai/whisper,2222,closed,,,,7458.131666666667,0,1,0,0
openai/whisper,2560,closed,,,,0.029444444444444443,0,1,0,0
openai/whisper,2390,closed,,,,3270.6858333333334,0,1,0,0
openai/whisper,2524,closed,,,,0.0030555555555555557,0,1,0,0
openai/whisper,2520,closed,,,,0.008333333333333333,0,1,0,0
openai/whisper,2435,merged,,,,1266.9158333333332,0,1,0,0
openai/whisper,2447,closed,,,,1678.4222222222222,0,1,0,0
openai/whisper,2512,closed,,,,0.015,0,1,0,0
openai/whisper,2488,closed,,,,0.10083333333333333,0,1,0,0
openai/whisper,2409,closed,,,,1667.7622222222221,0,1,0,0
openai/whisper,2484,merged,,,,0.9705555555555555,0,1,0,0
openai/whisper,2430,merged,,,,1287.1733333333334,0,1,0,0
openai/whisper,2485,closed,,,,0.0475,0,1,0,0
openai/whisper,2474,closed,,,,197.21916666666667,0,1,0,0
openai/whisper,2359,merged,,,,0.34444444444444444,0,1,0,0
openai/whisper,2473,closed,,,,0.017222222222222222,0,1,0,0
openai/whisper,1838,merged,,,,580.9291666666667,0,1,0,0
openai/whisper,1903,merged,,,,8399.909444444444,0,1,0,0
openai/whisper,2049,merged,,,,6568.996388888889,0,1,0,0
openai/whisper,2438,closed,,,,146.2213888888889,0,1,0,0
openai/whisper,2431,closed,,,,12.3275,0,1,0,0
openai/whisper,2379,merged,,,,664.7519444444445,0,1,0,0
openai/whisper,2343,merged,,,,923.0925,0,1,0,0
openai/whisper,2408,merged,,,,0.11444444444444445,0,1,0,0
openai/whisper,2298,closed,,,,1691.0933333333332,0,1,0,0
openai/whisper,1528,merged,,,,1528.6169444444445,0,1,0,0
openai/whisper,1171,merged,,,,834.9147222222222,0,1,0,0
openai/whisper,2361,merged,,,,0.2875,0,1,0,0
openai/whisper,2362,merged,,,,0.10305555555555555,0,1,0,0
openai/whisper,2360,merged,,,,0.10694444444444444,0,1,0,0
openai/whisper,1831,closed,,,,7514.214444444445,0,1,0,0
openai/whisper,2309,closed,,,,463.5105555555556,0,1,0,0
openai/whisper,2332,merged,,,,0.32666666666666666,0,1,0,0
openai/whisper,2307,merged,,,,521.1066666666667,0,1,0,0
openai/whisper,1802,merged,,,,3.8536111111111113,0,1,0,0
openai/whisper,1250,closed,,,,425.65472222222223,0,1,0,0
openai/whisper,2286,closed,,,,0.006944444444444444,0,1,0,0
openai/whisper,2240,closed,,,,42.45611111111111,0,1,0,0
openai/whisper,2153,closed,,,,1193.7997222222223,0,1,0,0
openai/whisper,1887,merged,,,,24.041944444444443,0,1,0,0
openai/whisper,2229,closed,,,,4.315555555555555,0,1,0,0
openai/whisper,2206,closed,,,,0.11055555555555556,0,1,0,0
openai/whisper,2187,closed,,,,0.004166666666666667,0,1,0,0
openai/whisper,2185,closed,,,,0.03944444444444444,0,1,0,0
openai/whisper,2166,closed,,,,0.0075,0,1,0,0
openai/whisper,2152,closed,,,,21.58888888888889,0,1,0,0
openai/whisper,1526,merged,,,,1544.2975,0,1,0,0
openai/whisper,2130,closed,,,,0.04555555555555556,0,1,0,0
openai/whisper,1729,merged,,,,353.5788888888889,0,1,0,0
openai/whisper,141,merged,,,,0.9025,0,1,0,0
openai/whisper,1979,closed,,,,0.1338888888888889,0,1,0,0
openai/whisper,1946,closed,,,,219.52805555555557,0,1,0,0
openai/whisper,1483,merged,,,,153.2136111111111,0,1,0,0
openai/whisper,1926,closed,,,,10.648055555555555,0,1,0,0
openai/whisper,1898,closed,,,,1.5347222222222223,0,1,0,0
openai/whisper,1866,closed,,,,0.5061111111111111,0,1,0,0
openai/whisper,1184,merged,,,,213.37527777777777,0,1,0,0
openai/whisper,1114,merged,,,,567.5191666666667,0,1,0,0
openai/whisper,1461,merged,,,,200.4322222222222,0,1,0,0
openai/whisper,1751,merged,,,,86.6613888888889,0,1,0,0
openai/whisper,1704,closed,,,,691.3630555555555,0,1,0,0
openai/whisper,1154,closed,,,,5409.256944444444,0,1,0,0
openai/whisper,1759,merged,,,,0.10833333333333334,0,1,0,0
openai/whisper,1511,merged,,,,2886.6694444444443,0,1,0,0
openai/whisper,1682,merged,,,,929.0763888888889,0,1,0,0
openai/whisper,1741,closed,,,,130.00166666666667,0,1,0,0
openai/whisper,1396,merged,,,,3270.0175,0,1,0,0
openai/whisper,1239,closed,,,,3743.447777777778,0,1,0,0
openai/whisper,1571,closed,,,,1121.5522222222223,0,1,0,0
openai/whisper,1568,closed,,,,1148.4122222222222,0,1,0,0
openai/whisper,1643,merged,,,,297.7266666666667,0,1,0,0
django/django,19936,merged,,,,3.9027777777777777,0,1,0,0
django/django,19927,merged,,,,14.289166666666667,0,1,0,0
django/django,16851,closed,,,,21149.020555555555,0,1,0,0
django/django,19792,merged,,,,985.0961111111111,0,1,0,0
django/django,18892,merged,,,,7343.727222222222,0,1,0,0
django/django,19928,merged,,,,23.510277777777777,0,1,0,0
django/django,19916,merged,,,,9.808333333333334,0,1,0,0
django/django,19057,merged,,,,4794.751666666667,0,1,0,0
django/django,19924,merged,,,,23.244444444444444,0,1,0,0
django/django,19428,merged,,,,394.70472222222224,0,1,0,0
django/django,18264,merged,,,,584.3366666666667,0,1,0,0
django/django,18259,merged,,,,463.8727777777778,0,1,0,0
django/django,19926,closed,,,,0.05138888888888889,0,1,0,0
django/django,19921,closed,,,,0.04472222222222222,0,1,0,0
django/django,14226,closed,,,,22.3275,0,1,0,0
django/django,19432,closed,,,,3779.764166666667,0,1,0,0
django/django,19918,closed,,,,0.016944444444444446,0,1,0,0
django/django,19917,merged,,,,6.886666666666667,0,1,0,0
django/django,19903,merged,,,,193.45833333333334,0,1,0,0
django/django,19914,merged,,,,3.9183333333333334,0,1,0,0
django/django,19913,merged,,,,1.1147222222222222,0,1,0,0
django/django,15881,closed,,,,27902.355277777777,0,1,0,0
django/django,19899,merged,,,,147.96444444444444,0,1,0,0
django/django,19891,merged,,,,154.95055555555555,0,1,0,0
django/django,19874,merged,,,,308.765,0,1,0,0
django/django,19910,merged,,,,30.951944444444443,0,1,0,0
django/django,19909,merged,,,,34.202777777777776,0,1,0,0
django/django,19908,closed,,,,36.778888888888886,0,1,0,0
django/django,19904,merged,,,,67.90722222222222,0,1,0,0
django/django,19905,closed,,,,65.87916666666666,0,1,0,0
django/django,16200,closed,,,,25797.465,0,1,0,0
django/django,19911,closed,,,,2.6894444444444443,0,1,0,0
django/django,19806,merged,,,,662.2716666666666,0,1,0,0
django/django,19907,merged,,,,40.28,0,1,0,0
django/django,19212,closed,,,,5085.5922222222225,0,1,0,0
django/django,19853,merged,,,,331.3641666666667,0,1,0,0
django/django,19668,merged,,,,1566.1152777777777,0,1,0,0
django/django,19880,merged,,,,187.1525,0,1,0,0
django/django,19059,closed,,,,6055.133888888889,0,1,0,0
django/django,19842,merged,,,,337.5102777777778,0,1,0,0
django/django,19815,closed,,,,508.3441666666667,0,1,0,0
django/django,19896,merged,,,,39.0675,0,1,0,0
django/django,19802,merged,,,,599.6913888888889,0,1,0,0
django/django,18537,closed,,,,9273.454166666666,0,1,0,0
django/django,19901,closed,,,,8.476111111111111,0,1,0,0
django/django,19895,merged,,,,18.595833333333335,0,1,0,0
django/django,19900,merged,,,,0.5055555555555555,0,1,0,0
django/django,19897,closed,,,,0.5011111111111111,0,1,0,0
django/django,19886,merged,,,,88.03111111111112,0,1,0,0
django/django,19716,merged,,,,1102.405,0,1,0,0
django/django,19800,merged,,,,576.4302777777777,0,1,0,0
django/django,19892,merged,,,,17.82777777777778,0,1,0,0
django/django,19858,merged,,,,231.8736111111111,0,1,0,0
django/django,19894,merged,,,,8.195555555555556,0,1,0,0
django/django,18638,merged,,,,8602.032777777778,0,1,0,0
django/django,19893,closed,,,,1.0983333333333334,0,1,0,0
django/django,19602,merged,,,,2081.6583333333333,0,1,0,0
django/django,19833,merged,,,,329.7291666666667,0,1,0,0
django/django,19888,merged,,,,4.840277777777778,0,1,0,0
django/django,19889,closed,,,,0.0077777777777777776,0,1,0,0
django/django,19845,merged,,,,256.4,0,1,0,0
django/django,19873,merged,,,,120.96861111111112,0,1,0,0
django/django,19282,closed,,,,4506.339166666667,0,1,0,0
django/django,19645,merged,,,,1565.9733333333334,0,1,0,0
django/django,19879,merged,,,,17.319166666666668,0,1,0,0
django/django,19852,closed,,,,0.14666666666666667,0,1,0,0
django/django,19381,merged,,,,3776.6647222222223,0,1,0,0
django/django,19883,closed,,,,15.980833333333333,0,1,0,0
django/django,19860,merged,,,,126.16277777777778,0,1,0,0
django/django,19882,merged,,,,22.739444444444445,0,1,0,0
django/django,19799,merged,,,,483.8519444444444,0,1,0,0
django/django,18683,closed,,,,8116.343333333333,0,1,0,0
django/django,17763,closed,,,,14590.25138888889,0,1,0,0
django/django,19691,closed,,,,1190.2822222222221,0,1,0,0
django/django,19881,merged,,,,6.595555555555555,0,1,0,0
django/django,19395,merged,,,,589.3,0,1,0,0
django/django,19812,merged,,,,342.87583333333333,0,1,0,0
django/django,19783,closed,,,,550.2402777777778,0,1,0,0
django/django,19736,closed,,,,786.4202777777778,0,1,0,0
django/django,19676,closed,,,,1286.3375,0,1,0,0
django/django,19701,closed,,,,1096.7641666666666,0,1,0,0
django/django,19712,closed,,,,1020.8652777777778,0,1,0,0
