status,count,mean,std,min,25%,50%,75%,max
closed,7047.0,2669.363984989672,7128.124256405442,0.0002777777777777778,0.9886111111111111,90.26527777777778,1646.7151388888888,83542.63972222223
merged,11308.0,371.71495003537314,1704.8345115163647,0.0008333333333333334,0.9116666666666666,14.39611111111111,100.53215277777778,35778.8525
