id,owner,Repo,Estrelas,Idade (anos),Total releases,Dias desde última atualização,Linguagem primária
521,ElderDrivers,EdXposed,5608,6.65,27,1,Java
522,meefik,linuxdeploy,5604,13.06,37,2,Java
523,TommyLemon,Android-ZBLibrary,5600,10.07,25,2,Java
524,hongyangAndroid,FlowLayout,5597,10.04,0,9,Java
525,Suwayomi,Suwayomi-Server,5590,4.72,58,0,Java
526,amlcurran,ShowcaseView,5582,13.08,13,2,Java
527,baidu,uid-generator,5562,8.46,0,0,Java
528,knightliao,disconf,5554,11.29,12,8,Java
529,nhaarman,ListViewAnimations,5551,12.49,14,11,Java
530,danikula,AndroidVideoCache,5499,10.45,20,0,Java
491,CeuiLiSA,Pixiv-Shaft,5842,6.45,110,0,Java
492,ffay,lanproxy,5806,8.81,1,6,Java
493,JSQLParser,JSqlParser,5805,14.23,37,0,Java
494,Nightonke,BoomMenu,5804,9.48,0,0,Java
495,youtube,api-samples,5800,11.76,0,0,Java
496,changmingxie,tcc-transaction,5797,9.77,8,0,Java
497,yarolegovich,DiscreteScrollView,5789,8.53,2,1,Java
498,apache,hive,5784,16.32,0,1,Java
499,JakeWharton,DiskLruCache,5776,13.69,0,11,Java
500,dmytrodanylyk,circular-progress-button,5773,11.27,3,2,Java
541,Jasonchenlijian,FastBle,5443,9.05,9,0,Java
542,motianhuo,wechat,5437,10.3,0,10,Java
543,ddd-by-examples,library,5425,6.67,0,0,Java
544,facebookarchive,rebound,5418,11.92,10,37,Java
545,apache,dubbo-spring-boot-project,5405,7.65,13,3,Java
546,socketio,socket.io-client-java,5405,12.38,7,4,Java
547,apache,hbase,5386,11.31,47,0,Java
548,Evernote,android-job,5373,10.07,31,6,Java
549,houbb,sensitive-word,5372,5.68,2,0,Java
550,mik3y,usb-serial-for-android,5371,12.21,33,0,Java
561,XRecyclerView,XRecyclerView,5322,9.82,0,0,Java
562,mybatis,generator,5312,12.59,11,0,Java
563,google,google-authenticator,5304,10.93,0,0,Java
564,LFDT-web3j,web3j,5299,9.02,119,0,Java
565,osmandapp,OsmAnd,5298,14.66,1,0,Java
566,evant,gradle-retrolambda,5293,12.11,37,0,Java
567,xxv,android-lifecycle,5275,11.41,0,14,Java
568,yixia,VitamioBundle,5270,12.9,0,0,Java
569,CaffeineMC,sodium,5259,5.61,40,0,Java
570,CodingDocs,springboot-guide,5254,6.79,0,0,Java
551,microsoft,typespec,5368,4.2,285,0,Java
552,strimzi,strimzi-kafka-operator,5366,9.35,155,0,Java
553,facebookarchive,shimmer-android,5365,10.54,5,0,Java
554,apache,groovy,5359,10.41,0,0,Java
555,jgilfelt,SystemBarTint,5356,11.82,3,7,Java
556,spring-projects,spring-data-examples,5355,11.62,0,0,Java
557,commonsguy,cw-omnibus,5351,13.51,36,10,Java
558,ikarus23,MifareClassicTool,5341,12.58,8,0,Java
559,h6ah4i,android-advancedrecyclerview,5337,10.64,1,8,Java
560,coobird,thumbnailator,5327,10.14,0,0,Java
571,lingochamp,okdownload,5248,7.74,8,0,Java
572,Yalantis,Side-Menu.Android,5241,10.67,2,11,Java
573,thinkaurelius,titan,5241,13.55,0,12,Java
574,zfdang,Android-Touch-Helper,5239,4.9,112,0,Java
575,alibaba,QLExpress,5234,8.5,17,0,Java
576,razerdp,BasePopup,5234,9.66,15,1,Java
577,Doikki,DKVideoPlayer,5228,8.42,32,0,Java
578,cinit,QAuxiliary,5227,3.62,48,0,Java
579,rubenlagus,TelegramBots,5226,9.67,108,0,Java
580,lucasr,twoway-view,5225,12.65,0,4,Java
581,huangyanbin,smartTable,5219,7.84,44,1,Java
582,Karumi,Dexter,5216,9.82,33,3,Java
583,GeyserMC,Geyser,5213,6.18,0,0,Java
584,liquibase,liquibase,5212,14.19,103,0,Java
585,Clans,FloatingActionButton,5207,10.48,14,0,Java
586,pmd,pmd,5207,13.18,107,0,Java
587,citerus,dddsample-core,5197,10.62,0,0,Java
588,dunwu,db-tutorial,5196,8.1,0,0,Java
589,remkop,picocli,5190,8.61,86,0,Java
590,hustcc,JS-Sorting-Algorithm,5186,8.65,0,2,Java
591,tonikelope,megabasterd,5180,8.95,208,0,Java
592,android,views-widgets-samples,5155,6.02,0,6,Java
593,j-easy,easy-rules,5152,12.51,10,0,Java
594,square,otto,5149,13.21,0,11,Java
595,careercup,ctci,5147,12.48,0,8,Java
596,novicezk,midjourney-proxy,5144,2.38,0,0,Java
597,Fuzion24,JustTrustMe,5140,11.14,1,0,Java
598,reactor,reactor-core,5139,9.84,212,0,Java
599,bitcoinj,bitcoinj,5133,11.82,14,2,Java
600,brianfrankcooper,YCSB,5132,15.41,55,0,Java
601,LWJGL,lwjgl3,5124,12.72,21,0,Java
602,runelite,runelite,5110,9.37,0,0,Java
603,hneemann,Digital,5093,9.21,35,1,Java
604,CellularPrivacy,Android-IMSI-Catcher-Detector,5093,11.81,48,3,Java
605,zhanglei-workspace,shopping-management-system,5092,9.82,0,0,Java
606,fast-excel,fastexcel,5088,0.93,5,0,Java
607,natario1,CameraView,5084,8.15,42,1,Java
608,deathmarine,Luyten,5084,12.18,17,1,Java
609,jindrapetrik,jpexs-decompiler,5078,11.35,172,1,Java
610,diffplug,spotless,5074,10.38,35,0,Java
611,oshi,oshi,5072,13.59,165,0,Java
612,sofastack,sofa-boot,5062,7.45,82,1,Java
613,OpenTSDB,opentsdb,5061,15.05,27,5,Java
614,wequick,Small,5050,9.79,25,14,Java
615,baomidou,dynamic-datasource,5045,7.38,18,0,Java
616,spring-projects,spring-authorization-server,5043,5.49,80,0,Java
617,xuexiangjys,XUI,5040,6.68,23,0,Java
618,Exrick,xpay,5034,7.75,0,0,Java
619,killbill,killbill,5024,12.9,150,1,Java
620,youlookwhat,DesignPattern,5016,8.89,0,0,Java
621,yipianfengye,android-zxingLibrary,5016,9.13,0,5,Java
622,Trinea,android-common,5014,13.24,1,0,Java
623,jankotek,mapdb,5013,13.07,0,1,Java
624,tianshiyeben,wgcloud,5010,6.66,29,1,Java
625,rubensousa,GravitySnapHelper,5004,9.03,14,4,Java
626,2227324689,gpmall,4999,6.15,0,0,Java
627,line,armeria,4998,9.82,260,0,Java
628,youlookwhat,CloudReader,4995,8.81,26,13,Java
629,DingMouRen,LayoutManagerGroup,4993,7.38,0,1,Java
630,orhanobut,dialogplus,4989,10.75,9,2,Java
631,spring-attic,spring-mvc-showcase,4987,14.28,0,0,Java
632,apache,ignite,4983,10.56,0,0,Java
633,alibaba,UltraViewPager,4979,8.46,10,0,Java
634,JodaOrg,joda-time,4976,14.33,50,6,Java
635,killme2008,aviatorscript,4974,14.46,52,0,Java
636,frogermcs,InstaMaterial,4969,10.84,1,6,Java
637,Devlight,NavigationTabBar,4950,9.46,13,1,Java
638,bisq-network,bisq,4946,11.51,142,0,Java
639,amitshekhariitbhu,RxJava2-Android-Samples,4943,9.04,0,19,Java
640,react-native-linear-gradient,react-native-linear-gradient,4940,10.45,18,3,Java
641,apache,calcite,4934,11.22,0,0,Java
642,spring-cloud,spring-cloud-netflix,4933,11.18,24,0,Java
643,lugg,react-native-config,4921,9.56,30,2,Java
644,roncoo,roncoo-pay,4921,9.15,0,0,Java
645,traex,RippleEffect,4916,10.92,0,4,Java
646,PBH-BTN,PeerBanHelper,4908,1.59,143,0,Java
647,querydsl,querydsl,4907,14.11,35,0,Java
648,javastacks,spring-boot-best-practice,4905,6.84,0,1,Java
649,Ramotion,folding-cell-android,4903,9.45,0,0,Java
650,Docile-Alligator,Infinity-For-Reddit,4900,7.13,181,0,Java
671,kyleduo,SwitchButton,4748,11.01,0,0,Java
672,nisrulz,android-tips-tricks,4747,9.05,0,0,Java
673,spring-cloud,spring-cloud-gateway,4738,8.82,36,0,Java
674,firebase,FirebaseUI-Android,4734,10.18,66,0,Java
675,hongyangAndroid,baseAdapter,4723,10.11,0,22,Java
676,google,cameraview,4719,9.11,0,0,Java
677,zq2599,blog_demos,4715,8.43,0,0,Java
678,hansonwang99,Spring-Boot-In-Action,4714,6.62,0,0,Java
679,micrometer-metrics,micrometer,4704,8.42,273,0,Java
680,zlt2000,microservices-platform,4702,6.52,30,0,Java
681,spring-attic,spring-security-oauth,4702,14.14,0,0,Java
682,jgilfelt,chuck,4700,8.59,5,14,Java
683,pardom-zz,ActiveAndroid,4680,12.83,0,11,Java
684,SPLWare,esProc,4672,3.84,0,0,Java
685,saysky,ForestBlog,4667,7.93,0,0,Java
686,wdullaer,MaterialDateTimePicker,4661,10.69,54,45,Java
687,cjlin1,libsvm,4659,12.01,0,0,Java
688,stleary,JSON-java,4659,14.73,24,1,Java
689,gsantner,markor,4655,8.05,76,0,Java
690,Heeexy,SpringBoot-Shiro-Vue,4647,7.82,0,0,Java
661,mcxiaoke,packer-ng-plugin,4825,9.8,1,13,Java
662,andkulikov,Transitions-Everywhere,4806,10.91,23,3,Java
663,claritylab,lucida,4800,11.34,0,1,Java
664,mock-server,mockserver,4792,12.55,0,1,Java
665,TheoKanning,openai-java,4789,4.99,22,0,Java
666,saiwu-bigkoo,Android-ConvenientBanner,4773,10.72,0,0,Java
667,ronmamo,reflections,4768,12.41,3,2,Java
668,tuguangquan,mybatis,4764,10.86,0,0,Java
669,apache,maven,4764,16.32,26,0,Java
670,etsy,AndroidStaggeredGrid,4752,11.76,7,1,Java
651,DiUS,java-faker,4895,14.27,0,0,Java
652,cglib,cglib,4876,11.46,15,0,Java
653,orientechnologies,orientdb,4872,12.76,225,0,Java
654,rstudio,rstudio,4864,14.77,0,0,Java
655,react-native-webrtc,react-native-webrtc,4859,9.96,81,1,Java
656,reactive-streams,reactive-streams-jvm,4858,11.54,0,1,Java
657,Sayi,poi-tl,4852,10.48,14,0,Java
658,allure-framework,allure2,4849,9.3,80,0,Java
659,fuzhengwei,small-spring,4849,4.33,0,1,Java
660,nextcloud,android,4841,9.27,261,0,Java
691,gabrielemariotti,cardslib,4646,11.98,27,11,Java
692,romandanylyk,PageIndicatorView,4639,9.06,14,2,Java
693,bytedeco,javacpp,4638,11.4,13,1,Java
694,TGX-Android,Telegram-X,4637,4.07,5,0,Java
695,deepjavalibrary,djl,4637,5.87,35,1,Java
696,oracle,opengrok,4629,12.68,293,0,Java
697,Netflix,ribbon,4618,12.66,41,0,Java
698,bepass-org,oblivion,4616,1.59,12,0,Java
699,981011512,--,4612,5.23,0,0,Java
700,apache,rocketmq-externals,4607,8.5,0,2,Java
701,SplashCodes,JAViewer,4607,9.31,10,0,Java
702,yasserg,crawler4j,4605,13.7,3,2,Java
703,chewiebug,GCViewer,4585,13.89,5,0,Java
704,CalebFenton,simplify,4584,11.66,9,2,Java
705,RedSpider1,concurrent,4582,6.86,0,1,Java
706,SuperMonster003,AutoJs6,4580,3.78,20,0,Java
707,angryip,ipscan,4578,14.21,31,0,Java
708,puniverse,quasar,4577,12.47,18,3,Java
709,rememberber,WePush,4570,8.22,58,0,Java
710,chentao0707,SimplifyReader,4569,10.07,0,0,Java
711,javagrowing,JGrowing,4566,6.54,0,0,Java
712,dromara,dynamic-tp,4566,3.68,19,0,Java
713,zhanghai,Douya,4564,9.61,11,4,Java
714,objectbox,objectbox-java,4554,8.63,48,2,Java
715,discord-jda,JDA,4554,9.75,110,0,Java
716,go-lang-plugin-org,go-lang-idea-plugin,4550,15.04,21,2,Java
717,charles2gan,GDA-android-reversing-Tool,4549,7.87,40,0,Java
718,square,sqlbrite,4546,10.56,9,0,Java
719,danielzeller,Depth-LIB-Android-,4543,9.38,0,0,Java
720,jdamcd,android-crop,4537,11.5,6,0,Java
731,HotBitmapGG,bilibili-android-client,4497,9.28,1,0,Java
732,zongzibinbin,MallChat,4486,2.49,0,1,Java
733,JakeWharton,NineOldAndroids,4479,13.77,0,7,Java
734,Meituan-Dianping,Robust,4459,8.5,13,0,Java
735,janishar,android-mvp-architecture,4446,8.62,0,16,Java
736,linhaojun857,aurora,4444,3.06,0,0,Java
737,h2database,h2database,4442,10.43,23,0,Java
738,square,android-times-square,4439,12.62,0,28,Java
739,booklore-app,booklore,4437,0.74,88,0,Java
740,dreamhead,moco,4428,12.9,1,6,Java
721,JZ-Darkal,AndroidHttpCapture,4531,8.91,1,0,Java
722,alibaba,dexposed,4529,10.21,0,7,Java
723,hussien89aa,AndroidTutorialForBeginners,4529,8.96,0,0,Java
724,zhkl0228,unidbg,4524,6.54,15,0,Java
725,castorflex,SmoothProgressBar,4521,11.79,9,7,Java
726,ant-media,Ant-Media-Server,4516,8.53,64,0,Java
727,Flipboard,bottomsheet,4516,10.39,10,4,Java
728,azkaban,azkaban,4515,12.9,48,0,Java
729,tiann,epic,4515,8.31,5,0,Java
730,phishman3579,java-algorithms-implementation,4509,11.81,0,0,Java
761,Snailclimb,guide-rpc-framework,4281,5.34,0,0,Java
762,mcxiaoke,android-volley,4281,12.32,0,0,Java
763,failsafe-lib,failsafe,4273,10.21,0,1,Java
764,bjmashibing,InternetArchitect,4272,5.9,0,0,Java
765,ongakuer,CircleIndicator,4271,11.12,7,0,Java
766,brianway,java-learning,4270,9.59,0,0,Java
767,aporter,coursera-android,4265,11.69,0,27,Java
768,grantland,android-autofittextview,4261,14.58,1,0,Java
769,jitsi,jitsi,4255,12.39,7,0,Java
770,201206030,novel-plus,4253,5.36,34,0,Java
751,awangdev,leet-code,4356,10.39,0,0,Java
752,pytorch,serve,4347,5.94,24,2,Java
753,eirslett,frontend-maven-plugin,4323,12.04,0,2,Java
754,jeasonlzy,ImagePicker,4313,9.63,5,0,Java
755,mywalkb,LSPosed_mod,4310,3.46,10,1,Java
756,bingoogolapple,BGARefreshLayout-Android,4310,10.3,4,0,Java
757,kermitt2,grobid,4302,13.0,22,0,Java
758,crate,crate,4294,12.43,139,0,Java
759,dragonwell-project,dragonwell8,4287,6.52,41,0,Java
760,ThirtyDegreesRay,OpenHub,4283,8.17,31,0,Java
741,water8394,flink-recommandSystem-demo,4419,6.33,0,0,Java
742,Tencent,GT,4414,9.67,3,0,Java
743,airbnb,DeepLinkDispatch,4406,10.26,24,1,Java
744,jacoco,jacoco,4404,13.18,49,0,Java
745,IoT-Technology,IoT-Technical-Guide,4403,6.45,0,0,Java
746,apache,shiro,4402,16.04,14,0,Java
747,Freeyourgadget,Gadgetbridge,4397,10.69,0,0,Java
748,robinhood,ticker,4389,9.16,9,0,Java
749,flutter-webrtc,flutter-webrtc,4372,7.52,132,1,Java
750,Ashok-Varma,BottomNavigation,4365,9.48,16,0,Java
791,oddfar,campus-imaotai,4162,2.18,11,0,Java
792,pedrovgs,AndroidWiFiADB,4147,9.9,8,25,Java
793,alibaba,fastjson2,4145,3.4,58,0,Java
794,dromara,hmily,4143,7.96,0,0,Java
795,geoserver,geoserver,4136,13.84,62,0,Java
796,dinuscxj,LoadingDrawable,4116,9.41,0,0,Java
797,karma9874,AndroRAT,4115,5.47,0,0,Java
798,alibaba,Tangram-Android,4110,8.46,38,7,Java
799,pqpo,SmartCropper,4092,8.11,13,0,Java
800,Manabu-GT,ExpandableTextView,4087,11.33,4,0,Java
781,codingapi,tx-lcn,4198,7.84,14,10,Java
782,apache,streampark,4197,6.3,15,0,Java
783,yhaolpz,FloatWindow,4196,7.83,9,0,Java
784,Jacksgong,JKeyboardPanelSwitch,4191,10.2,14,1,Java
785,powermock,powermock,4191,11.3,16,0,Java
786,zendesk,maxwell,4183,10.59,214,0,Java
787,bingoogolapple,BGABanner-Android,4180,10.88,0,0,Java
788,aws,aws-sdk-java,4178,15.48,0,4,Java
789,ReVanced,revanced-patches,4177,1.74,647,0,Java
790,tencentmusic,supersonic,4164,2.25,15,0,Java
771,google,open-location-code,4246,10.95,5,1,Java
772,camunda,camunda-bpm-platform,4240,12.69,0,2,Java
773,jlegewie,zotfile,4234,13.71,33,0,Java
774,s4kibs4mi,java-developer-roadmap,4224,6.39,0,0,Java
775,mybatis,spring-boot-starter,4217,9.97,32,1,Java
776,ChadCSong,ShineButton,4216,9.19,2,2,Java
777,jboss-javassist,javassist,4215,12.31,24,0,Java
778,nining377,dolby_beta,4206,5.32,37,3,Java
779,microsoft,malmo,4200,9.32,21,6,Java
780,hugeterry,CoordinatorTabLayout,4199,8.62,0,15,Java
801,code4craft,tiny-spring,4082,11.67,0,0,Java
802,DTStack,chunjun,4081,7.44,30,0,Java
803,qunarcorp,bistoury,4080,6.12,8,3,Java
804,rubensousa,ViewPagerCards,4075,9.06,0,0,Java
805,oblac,jodd,4072,13.02,37,3,Java
806,luckybilly,CC,4046,7.8,0,13,Java
807,freeok,so-novel,4030,3.3,45,0,Java
808,oldmanpushcart,greys-anatomy,4025,12.81,0,12,Java
809,xcltapestry,XCL-Charts,4021,11.26,0,5,Java
810,jMonkeyEngine,jmonkeyengine,4020,11.48,76,0,Java
811,JabRef,jabref,4011,11.51,45,0,Java
812,BoltsFramework,Bolts-Android,4011,11.62,11,14,Java
813,lcodecorex,TwinklingRefreshLayout,4007,9.53,0,1,Java
814,knowm,XChange,3999,13.61,0,1,Java
815,Yalantis,Phoenix,3999,10.67,1,4,Java
816,jetty,jetty.project,3998,14.17,131,0,Java
817,LibrePDF,OpenPDF,3996,9.17,83,0,Java
818,jbloch,effective-java-3e-source-code,3996,7.11,0,4,Java
819,makovkastar,FloatingActionButton,3994,11.15,0,0,Java
820,Piasy,BigImageViewer,3988,8.85,0,2,Java
821,bitcoin-wallet,bitcoin-wallet,3984,13.45,0,1,Java
822,qstumn,BadgeView,3982,8.59,5,0,Java
823,orhanobut,hawk,3982,10.56,22,4,Java
824,mercyblitz,tech-weekly,3980,6.78,0,8,Java
825,torakiki,pdfsam,3966,11.97,66,0,Java
826,JeremyLiao,LiveEventBus,3965,7.17,0,5,Java
827,lukas-krecan,ShedLock,3965,8.75,0,0,Java
828,zzhoujay,RichText,3960,10.15,0,9,Java
829,syncthing,syncthing-android,3959,11.56,332,1,Java
830,rovo89,XposedInstaller,3958,13.45,0,8,Java
841,rengwuxian,RxJavaSamples,3928,9.47,3,44,Java
842,linyiqun,DataMiningAlgorithm,3928,10.67,0,0,Java
843,pingfangushi,screw,3921,5.22,0,0,Java
844,promeG,TinyPinyin,3916,9.95,2,0,Java
845,iterate-ch,cyberduck,3909,8.64,0,0,Java
846,JFormDesigner,FlatLaf,3907,6.07,87,0,Java
847,bluelinelabs,Conductor,3907,9.49,36,2,Java
848,sofastack,sofa-rpc,3895,7.43,63,0,Java
849,databricks,learning-spark,3893,11.24,0,3,Java
850,shuzijun,leetcode-editor,3893,6.48,55,1,Java
831,NotFound9,interviewGuide,3958,9.4,0,0,Java
832,lilishop,lilishop,3958,4.33,3,0,Java
833,awaitility,awaitility,3957,15.64,0,1,Java
834,fishercoder1534,Leetcode,3956,9.12,0,2,Java
835,RipMeApp,ripme,3956,8.68,143,0,Java
836,binIoter,GuideView,3955,9.23,0,6,Java
837,googlesamples,mlkit,3947,5.29,1,0,Java
838,tronprotocol,java-tron,3946,7.71,80,1,Java
839,JoanZapata,android-iconify,3944,12.25,0,1,Java
840,Querz,mcaselector,3935,7.39,72,0,Java
871,gh0stkey,HaE,3794,5.47,77,0,Java
872,shopizer-ecommerce,shopizer,3793,12.81,18,0,Java
873,sunfusheng,MarqueeView,3792,9.28,0,14,Java
874,Dimezis,BlurView,3792,9.39,31,1,Java
875,Helium314,HeliBoard,3789,3.51,50,0,Java
876,fesh0r,fernflower,3783,10.95,0,0,Java
877,mpusher,mpush,3779,9.38,9,1,Java
878,lygttpod,SuperTextView,3774,8.9,39,22,Java
879,mcxtzhang,SwipeDelMenuLayout,3774,9.05,2,0,Java
880,watabou,pixel-dungeon,3772,11.13,0,1,Java
861,kubernetes-client,java,3835,8.35,55,0,Java
862,aurelhubert,ahbottomnavigation,3830,9.49,14,11,Java
863,MiguelCatalan,MaterialSearchView,3826,10.0,6,0,Java
864,google,bundletool,3821,7.36,63,1,Java
865,yanzhenjie,AndServer,3819,9.25,1,2,Java
866,react-native-share,react-native-share,3817,9.95,139,3,Java
867,uknownothingsnow,CircleProgress,3817,10.87,0,0,Java
868,ZHENFENG13,My-Blog,3814,6.53,0,0,Java
869,jishenghua,jshERP,3807,8.98,6,0,Java
870,camunda,camunda,3795,9.48,468,0,Java
881,CameraKit,blurkit-android,3767,8.85,3,0,Java
882,ageerle,ruoyi-ai,3756,1.65,6,0,Java
883,MovingBlocks,Terasology,3756,14.53,70,1,Java
884,Ereza,CustomActivityOnCrash,3755,11.19,12,1,Java
885,roboguice,roboguice,3752,13.09,0,51,Java
886,timehop,sticky-headers-recyclerview,3750,10.95,0,0,Java
887,apache,kylin,3748,10.69,2,1,Java
888,zhpanvip,BannerViewPager,3748,8.46,59,0,Java
889,sofastack,sofa-jraft,3743,6.53,32,5,Java
890,andOTP,andOTP,3741,8.19,38,1,Java
851,JavaNoober,BackgroundLibrary,3893,7.01,13,1,Java
852,alibaba,jstorm,3892,12.03,22,0,Java
853,Exrick,xboot,3889,7.39,6,0,Java
854,ReChronoRain,HyperCeiler,3889,1.87,7,0,Java
855,amirzaidi,Launcher3,3886,8.29,22,0,Java
856,VaughnVernon,IDDD_Samples,3885,12.43,0,2,Java
857,vipulasri,Timeline-View,3885,9.75,15,1,Java
858,M66B,FairEmail,3860,7.11,1000,0,Java
859,wendux,DSBridge-Android,3857,8.69,2,2,Java
860,uber,NullAway,3845,8.03,30,0,Java
901,ryanhoo,StylishMusicPlayer,3708,9.0,0,0,Java
902,yanzhenjie,NoHttp,3704,10.13,0,9,Java
903,rbmonster,learning-note,3700,5.24,0,2,Java
904,undertow-io,undertow,3694,13.15,9,0,Java
905,jtablesaw,tablesaw,3689,9.7,79,0,Java
906,nICEnnnnnnnLee,BilibiliDown,3687,6.64,80,0,Java
907,javahuang,SurveyKing,3683,4.01,3,0,Java
908,Creators-of-Create,Create,3679,6.15,0,0,Java
909,yangfuhai,ASimpleCache,3678,12.13,0,11,Java
910,lihangleo2,ShadowLayout,3677,6.18,28,0,Java
891,AsamK,signal-cli,3738,10.34,102,0,Java
892,RoaringBitmap,RoaringBitmap,3735,12.24,39,1,Java
893,spotbugs,spotbugs,3731,8.85,69,0,Java
894,JCTools,JCTools,3727,11.84,18,0,Java
895,ethanhua,Skeleton,3727,8.12,0,0,Java
896,Atmosphere,atmosphere,3720,15.21,0,7,Java
897,willowtreeapps,spruce-android,3719,8.55,3,1,Java
898,ByteLegend,ByteLegend,3717,4.61,0,14,Java
899,stfalcon-studio,ChatKit,3715,8.61,1,8,Java
900,liuyubobobo,Play-with-Algorithms,3709,9.19,0,0,Java
921,PlexPt,chatgpt-java,3648,2.76,24,0,Java
922,tchiotludo,akhq,3645,7.01,42,0,Java
923,litesuits,android-common,3643,11.29,0,13,Java
924,microservices-patterns,ftgo-application,3627,7.89,0,0,Java
925,huburt-Hu,NewbieGuide,3623,8.13,20,0,Java
926,apache,incubator-heron,3621,9.97,56,24,Java
927,FasterXML,jackson-databind,3620,13.73,0,1,Java
928,rockerhieu,emojicon,3614,11.65,2,0,Java
929,blossom-editor,blossom,3611,2.1,19,2,Java
930,spockframework,spock,3608,14.76,26,9,Java
931,alibaba,Alink,3608,6.95,22,5,Java
932,uncle-novel,uncle-novel,3602,6.75,1,1,Java
933,Mojang,brigadier,3600,10.99,3,0,Java
934,tyrantgit,ExplosionField,3595,9.97,0,4,Java
935,spring-io,initializr,3594,12.27,17,0,Java
936,mbechler,marshalsec,3592,8.31,0,0,Java
937,kikoso,android-stackblur,3592,12.08,0,25,Java
938,dtinit,data-transfer-project,3589,7.69,61,0,Java
939,dongjunkun,DropDownMenu,3586,10.22,2,0,Java
940,vert-x3,vertx-examples,3582,10.55,0,0,Java
911,helidon-io,helidon,3677,7.04,130,0,Java
912,lisawray,groupie,3672,9.03,28,4,Java
913,dingjikerbo,Android-BluetoothKit,3671,9.93,0,0,Java
914,networknt,light-4j,3671,9.01,192,0,Java
915,grpc-ecosystem,grpc-spring,3670,8.7,34,1,Java
916,google,rejoiner,3670,7.77,3,13,Java
917,yacy,yacy_search_server,3668,10.48,0,0,Java
918,KunMinX,Linkage-RecyclerView,3667,6.39,0,1,Java
919,linkedin,databus,3666,12.74,0,0,Java
920,coderbruis,JavaSourceCodeLearning,3662,5.28,0,0,Java
951,bilibili,MagicaSakura,3556,9.22,3,2,Java
952,DataLinkDC,dinky,3549,4.26,31,0,Java
953,johncarl81,parceler,3544,12.2,0,14,Java
954,arimorty,floatingsearchview,3535,9.81,0,4,Java
955,anggrayudi,android-hidden-api,3534,9.99,2,1,Java
956,LinShunKang,MyPerf4J,3534,7.51,23,14,Java
957,springdoc,springdoc-openapi,3533,6.17,96,0,Java
958,fyhertz,libstreaming,3533,12.62,0,7,Java
959,luontola,retrolambda,3531,12.15,0,24,Java
960,HelloWorld521,Java,3530,8.76,0,0,Java
961,andremion,Music-Player,3525,9.35,2,2,Java
962,apache,logging-log4j2,3522,12.25,15,2,Java
963,spring-cloud,spring-cloud-kubernetes,3520,8.75,32,2,Java
964,dariuszseweryn,RxAndroidBle,3518,9.61,60,0,Java
965,lsjwzh,RecyclerViewPager,3517,10.65,10,1,Java
966,immutables,immutables,3516,12.19,15,2,Java
967,Netflix,maestro,3515,1.4,0,0,Java
968,nytimes,Store,3512,8.79,0,16,Java
969,1024-lab,smart-admin,3509,5.82,22,0,Java
970,codeestX,GeekNews,3508,9.1,0,1,Java
971,baoyongzhang,SwipeMenuListView,3506,11.05,2,0,Java
972,cSploit,android,3503,10.94,33,2,Java
973,lenve,JavaEETest,3497,8.75,0,1,Java
974,KingJA,LoadSir,3493,8.03,6,4,Java
975,dromara,liteflow,3491,5.47,0,0,Java
976,TNG,ArchUnit,3488,8.39,43,2,Java
977,AxonFramework,AxonFramework,3487,13.78,136,0,Java
978,ittianyu,BottomNavigationViewEx,3476,8.83,19,4,Java
979,phodal,migration,3465,5.68,0,4,Java
980,rubensousa,PreviewSeekBar,3461,8.63,10,0,Java
981,ferredoxin,QNotified,3460,6.47,28,0,Java
982,eclipse-openj9,openj9,3460,8.05,53,0,Java
983,Grt1228,chatgpt-java,3459,2.58,10,0,Java
984,Netflix,concurrency-limits,3455,7.75,102,0,Java
985,RikkaApps,Sui,3450,4.69,21,0,Java
986,alamkanak,Android-Week-View,3448,10.99,4,10,Java
987,crossoverJie,SSM,3441,9.23,10,18,Java
988,freeplane,freeplane,3440,13.0,10,0,Java
989,rom1v,sndcpy,3436,5.26,2,1,Java
990,apache,fory,3435,2.37,49,0,Java
991,sherxon,AlgoDS,3433,8.74,0,0,Java
992,guolindev,giffun,3432,6.62,0,1,Java
993,xcc3641,SeeWeather,3426,9.56,2,6,Java
994,WinterChenS,my-site,3425,7.36,0,3,Java
995,GitLqr,LQRWeChat,3421,8.59,0,23,Java
996,woxingxiao,BubbleSeekBar,3419,8.86,12,8,Java
997,getActivity,Toaster,3416,6.99,36,1,Java
998,google,volley,3415,8.63,9,1,Java
999,openhab,openhab1-addons,3413,11.98,14,8,Java
1000,apache,incubator-kie-optaplanner,3412,14.58,6,7,Java
941,hmkcode,Android,3579,12.03,0,0,Java
942,WVector,AppUpdate,3577,8.23,3,1,Java
943,googlemaps,android-maps-utils,3575,12.33,55,0,Java
944,OpenHFT,Chronicle-Queue,3571,12.28,533,0,Java
945,JakeWharton,ThreeTenABP,3570,10.2,0,11,Java
946,davideas,FlexibleAdapter,3570,10.37,30,0,Java
947,IrisShaders,Iris,3569,4.89,140,1,Java
948,fabric8io,kubernetes-client,3564,10.18,124,0,Java
949,code4craft,netty-learning,3558,11.98,0,0,Java
950,dropbox,hackpad,3556,10.08,0,10,Java
